EmployeeType,FirstName,LastName,AD Account,HomeTown,Address,Position,Manager,Department,EmployeeID,Email,Group,Missing Info,FactoryLocation,JoinedDate,Birthday,Gender,EmployeePermission
Common User,HM,Employee91,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50147,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee92,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50148,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee93,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50149,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee94,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50150,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee95,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50151,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee96,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50152,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee97,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50153,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee98,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50154,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee99,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50155,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee100,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50156,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee101,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50157,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee102,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50158,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee103,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50159,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee104,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50160,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee105,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50161,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee106,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50162,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee107,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50163,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee108,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50164,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee109,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50165,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee110,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50166,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee111,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50167,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee112,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50168,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee113,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50169,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee114,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50170,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee115,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50171,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee116,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50172,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee117,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50173,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee118,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50174,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee119,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50175,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee120,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50176,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee121,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50177,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee122,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50178,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee123,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50179,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee124,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50180,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee125,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50181,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee126,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50182,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee127,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50183,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee128,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50184,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee129,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50185,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee130,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50186,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee131,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50187,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee132,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50188,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee133,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50189,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee134,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50190,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee135,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50191,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee136,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50192,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee137,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50193,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee138,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50194,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee139,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50195,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee140,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50196,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee141,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50197,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee142,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50198,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
Common User,HM,Employee143,hm-common,Ho Chi Minh,Ho Chi Minh,EMP,50051,HM,50199,,HM Members,,NM2,1/1/2012,2/2/1985,Male,Members
