EmployeeType,FirstName,LastName,AD Account,HomeTown,Address,Position,Manager,Department,EmployeeID,Email,Group,Missing Info,FactoryLocation,JoinedDate,Birthday,Gender,EmployeePermission
Common User,Solid,Employee15,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31015,,Solid Workshop Members,,NM2,1/1/2012,2/18/1985,Male,Members
Common User,Solid,Employee16,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31016,,Solid Workshop Members,,NM2,1/1/2012,2/19/1985,Male,Members
Common User,Solid,Employee17,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31017,,Solid Workshop Members,,NM2,1/1/2012,2/20/1985,Male,Members
Common User,Solid,Employee18,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31018,,Solid Workshop Members,,NM2,1/1/2012,2/21/1985,Male,Members
Common User,Solid,Employee19,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31019,,Solid Workshop Members,,NM2,1/1/2012,2/22/1985,Male,Members
Common User,Solid,Employee20,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31020,,Solid Workshop Members,,NM2,1/1/2012,2/23/1985,Male,Members
Common User,Solid,Employee21,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31021,,Solid Workshop Members,,NM2,1/1/2012,2/24/1985,Male,Members
Common User,Solid,Employee22,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31022,,Solid Workshop Members,,NM2,1/1/2012,2/25/1985,Male,Members
Common User,Solid,Employee23,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31023,,Solid Workshop Members,,NM2,1/1/2012,2/26/1985,Male,Members
Common User,Solid,Employee24,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31024,,Solid Workshop Members,,NM2,1/1/2012,2/27/1985,Male,Members
Common User,Solid,Employee25,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31025,,Solid Workshop Members,,NM2,1/1/2012,2/28/1985,Male,Members
Common User,Solid,Employee26,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31026,,Solid Workshop Members,,NM2,1/1/2012,3/1/1985,Male,Members
Common User,Solid,Employee27,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31027,,Solid Workshop Members,,NM2,1/1/2012,3/2/1985,Male,Members
Common User,Solid,Employee28,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31028,,Solid Workshop Members,,NM2,1/1/2012,3/3/1985,Male,Members
Common User,Solid,Employee29,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31029,,Solid Workshop Members,,NM2,1/1/2012,3/4/1985,Male,Members
Common User,Solid,Employee30,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31030,,Solid Workshop Members,,NM2,1/1/2012,3/5/1985,Male,Members
Common User,Solid,Employee31,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31031,,Solid Workshop Members,,NM2,1/1/2012,3/6/1985,Male,Members
Common User,Solid,Employee32,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31032,,Solid Workshop Members,,NM2,1/1/2012,3/7/1985,Male,Members
Common User,Solid,Employee33,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31033,,Solid Workshop Members,,NM2,1/1/2012,3/8/1985,Male,Members
Common User,Solid,Employee34,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31034,,Solid Workshop Members,,NM2,1/1/2012,3/9/1985,Male,Members
Common User,Solid,Employee35,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31035,,Solid Workshop Members,,NM2,1/1/2012,3/10/1985,Male,Members
Common User,Solid,Employee36,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31036,,Solid Workshop Members,,NM2,1/1/2012,3/11/1985,Male,Members
Common User,Solid,Employee37,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31037,,Solid Workshop Members,,NM2,1/1/2012,3/12/1985,Male,Members
Common User,Solid,Employee38,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31038,,Solid Workshop Members,,NM2,1/1/2012,3/13/1985,Male,Members
Common User,Solid,Employee39,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31039,,Solid Workshop Members,,NM2,1/1/2012,3/14/1985,Male,Members
Common User,Solid,Employee40,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31040,,Solid Workshop Members,,NM2,1/1/2012,3/15/1985,Male,Members
Common User,Solid,Employee41,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31041,,Solid Workshop Members,,NM2,1/1/2012,3/16/1985,Male,Members
Common User,Solid,Employee42,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31042,,Solid Workshop Members,,NM2,1/1/2012,3/17/1985,Male,Members
Common User,Solid,Employee43,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31043,,Solid Workshop Members,,NM2,1/1/2012,3/18/1985,Male,Members
Common User,Solid,Employee44,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31044,,Solid Workshop Members,,NM2,1/1/2012,3/19/1985,Male,Members
Common User,Solid,Employee45,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31045,,Solid Workshop Members,,NM2,1/1/2012,3/20/1985,Male,Members
Common User,Solid,Employee46,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31046,,Solid Workshop Members,,NM2,1/1/2012,3/21/1985,Male,Members
Common User,Solid,Employee47,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31047,,Solid Workshop Members,,NM2,1/1/2012,3/22/1985,Male,Members
Common User,Solid,Employee48,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31048,,Solid Workshop Members,,NM2,1/1/2012,3/23/1985,Male,Members
Common User,Solid,Employee49,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31049,,Solid Workshop Members,,NM2,1/1/2012,3/24/1985,Male,Members
Common User,Solid,Employee50,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31050,,Solid Workshop Members,,NM2,1/1/2012,3/25/1985,Male,Members
Common User,Solid,Employee51,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31051,,Solid Workshop Members,,NM2,1/1/2012,3/26/1985,Male,Members
Common User,Solid,Employee52,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31052,,Solid Workshop Members,,NM2,1/1/2012,3/27/1985,Male,Members
Common User,Solid,Employee53,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31053,,Solid Workshop Members,,NM2,1/1/2012,3/28/1985,Male,Members
Common User,Solid,Employee54,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31054,,Solid Workshop Members,,NM2,1/1/2012,3/29/1985,Male,Members
Common User,Solid,Employee55,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31055,,Solid Workshop Members,,NM2,1/1/2012,3/30/1985,Male,Members
Common User,Solid,Employee56,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31056,,Solid Workshop Members,,NM2,1/1/2012,3/31/1985,Male,Members
Common User,Solid,Employee57,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31057,,Solid Workshop Members,,NM2,1/1/2012,4/1/1985,Male,Members
Common User,Solid,Employee58,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31058,,Solid Workshop Members,,NM2,1/1/2012,4/2/1985,Male,Members
Common User,Solid,Employee59,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31059,,Solid Workshop Members,,NM2,1/1/2012,4/3/1985,Male,Members
Common User,Solid,Employee60,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31060,,Solid Workshop Members,,NM2,1/1/2012,4/4/1985,Male,Members
Common User,Solid,Employee61,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31061,,Solid Workshop Members,,NM2,1/1/2012,4/5/1985,Male,Members
Common User,Solid,Employee62,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31062,,Solid Workshop Members,,NM2,1/1/2012,4/6/1985,Male,Members
Common User,Solid,Employee63,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31063,,Solid Workshop Members,,NM2,1/1/2012,4/7/1985,Male,Members
Common User,Solid,Employee64,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31064,,Solid Workshop Members,,NM2,1/1/2012,4/8/1985,Male,Members
Common User,Solid,Employee65,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31065,,Solid Workshop Members,,NM2,1/1/2012,4/9/1985,Male,Members
Common User,Solid,Employee66,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31066,,Solid Workshop Members,,NM2,1/1/2012,4/10/1985,Male,Members
Common User,Solid,Employee67,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31067,,Solid Workshop Members,,NM2,1/1/2012,4/11/1985,Male,Members
Common User,Solid,Employee68,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31068,,Solid Workshop Members,,NM2,1/1/2012,4/12/1985,Male,Members
Common User,Solid,Employee69,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31069,,Solid Workshop Members,,NM2,1/1/2012,4/13/1985,Male,Members
Common User,Solid,Employee70,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31070,,Solid Workshop Members,,NM2,1/1/2012,4/14/1985,Male,Members
Common User,Solid,Employee71,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31071,,Solid Workshop Members,,NM2,1/1/2012,4/15/1985,Male,Members
Common User,Solid,Employee72,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31072,,Solid Workshop Members,,NM2,1/1/2012,4/16/1985,Male,Members
Common User,Solid,Employee73,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31073,,Solid Workshop Members,,NM2,1/1/2012,4/17/1985,Male,Members
Common User,Solid,Employee74,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31074,,Solid Workshop Members,,NM2,1/1/2012,4/18/1985,Male,Members
Common User,Solid,Employee75,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31075,,Solid Workshop Members,,NM2,1/1/2012,4/19/1985,Male,Members
Common User,Solid,Employee76,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31076,,Solid Workshop Members,,NM2,1/1/2012,4/20/1985,Male,Members
Common User,Solid,Employee77,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31077,,Solid Workshop Members,,NM2,1/1/2012,4/21/1985,Male,Members
Common User,Solid,Employee78,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31078,,Solid Workshop Members,,NM2,1/1/2012,4/22/1985,Male,Members
Common User,Solid,Employee79,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31079,,Solid Workshop Members,,NM2,1/1/2012,4/23/1985,Male,Members
Common User,Solid,Employee80,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31080,,Solid Workshop Members,,NM2,1/1/2012,4/24/1985,Male,Members
Common User,Solid,Employee81,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31081,,Solid Workshop Members,,NM2,1/1/2012,4/25/1985,Male,Members
Common User,Solid,Employee82,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31082,,Solid Workshop Members,,NM2,1/1/2012,4/26/1985,Male,Members
Common User,Solid,Employee83,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31083,,Solid Workshop Members,,NM2,1/1/2012,4/27/1985,Male,Members
Common User,Solid,Employee84,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31084,,Solid Workshop Members,,NM2,1/1/2012,4/28/1985,Male,Members
Common User,Solid,Employee85,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31085,,Solid Workshop Members,,NM2,1/1/2012,4/29/1985,Male,Members
Common User,Solid,Employee86,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31086,,Solid Workshop Members,,NM2,1/1/2012,4/30/1985,Male,Members
Common User,Solid,Employee87,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31087,,Solid Workshop Members,,NM2,1/1/2012,5/1/1985,Male,Members
Common User,Solid,Employee88,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31088,,Solid Workshop Members,,NM2,1/1/2012,5/2/1985,Male,Members
Common User,Solid,Employee89,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31089,,Solid Workshop Members,,NM2,1/1/2012,5/3/1985,Male,Members
Common User,Solid,Employee90,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31090,,Solid Workshop Members,,NM2,1/1/2012,5/4/1985,Male,Members
Common User,Solid,Employee91,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31091,,Solid Workshop Members,,NM2,1/1/2012,5/5/1985,Male,Members
Common User,Solid,Employee92,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31092,,Solid Workshop Members,,NM2,1/1/2012,5/6/1985,Male,Members
Common User,Solid,Employee93,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31093,,Solid Workshop Members,,NM2,1/1/2012,5/7/1985,Male,Members
Common User,Solid,Employee94,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31094,,Solid Workshop Members,,NM2,1/1/2012,5/8/1985,Male,Members
Common User,Solid,Employee95,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31095,,Solid Workshop Members,,NM2,1/1/2012,5/9/1985,Male,Members
Common User,Solid,Employee96,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31096,,Solid Workshop Members,,NM2,1/1/2012,5/10/1985,Male,Members
Common User,Solid,Employee97,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31097,,Solid Workshop Members,,NM2,1/1/2012,5/11/1985,Male,Members
Common User,Solid,Employee98,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31098,,Solid Workshop Members,,NM2,1/1/2012,5/12/1985,Male,Members
Common User,Solid,Employee99,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31099,,Solid Workshop Members,,NM2,1/1/2012,5/13/1985,Male,Members
Common User,Solid,Employee100,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31100,,Solid Workshop Members,,NM2,1/1/2012,5/14/1985,Male,Members
Common User,Solid,Employee101,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31101,,Solid Workshop Members,,NM2,1/1/2012,5/15/1985,Male,Members
Common User,Solid,Employee102,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31102,,Solid Workshop Members,,NM2,1/1/2012,5/16/1985,Male,Members
Common User,Solid,Employee103,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31103,,Solid Workshop Members,,NM2,1/1/2012,5/17/1985,Male,Members
Common User,Solid,Employee104,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31104,,Solid Workshop Members,,NM2,1/1/2012,5/18/1985,Male,Members
Common User,Solid,Employee105,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31105,,Solid Workshop Members,,NM2,1/1/2012,5/19/1985,Male,Members
Common User,Solid,Employee106,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31106,,Solid Workshop Members,,NM2,1/1/2012,5/20/1985,Male,Members
Common User,Solid,Employee107,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31107,,Solid Workshop Members,,NM2,1/1/2012,5/21/1985,Male,Members
Common User,Solid,Employee108,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31108,,Solid Workshop Members,,NM2,1/1/2012,5/22/1985,Male,Members
Common User,Solid,Employee109,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31109,,Solid Workshop Members,,NM2,1/1/2012,5/23/1985,Male,Members
Common User,Solid,Employee110,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31110,,Solid Workshop Members,,NM2,1/1/2012,5/24/1985,Male,Members
Common User,Solid,Employee111,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31111,,Solid Workshop Members,,NM2,1/1/2012,5/25/1985,Male,Members
Common User,Solid,Employee112,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31112,,Solid Workshop Members,,NM2,1/1/2012,5/26/1985,Male,Members
Common User,Solid,Employee113,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31113,,Solid Workshop Members,,NM2,1/1/2012,5/27/1985,Male,Members
Common User,Solid,Employee114,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31114,,Solid Workshop Members,,NM2,1/1/2012,5/28/1985,Male,Members
Common User,Solid,Employee115,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31115,,Solid Workshop Members,,NM2,1/1/2012,5/29/1985,Male,Members
Common User,Solid,Employee116,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31116,,Solid Workshop Members,,NM2,1/1/2012,5/30/1985,Male,Members
Common User,Solid,Employee117,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31117,,Solid Workshop Members,,NM2,1/1/2012,5/31/1985,Male,Members
Common User,Solid,Employee118,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31118,,Solid Workshop Members,,NM2,1/1/2012,6/1/1985,Male,Members
Common User,Solid,Employee119,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31119,,Solid Workshop Members,,NM2,1/1/2012,6/2/1985,Male,Members
Common User,Solid,Employee120,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31120,,Solid Workshop Members,,NM2,1/1/2012,6/3/1985,Male,Members
Common User,Solid,Employee121,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31121,,Solid Workshop Members,,NM2,1/1/2012,6/4/1985,Male,Members
Common User,Solid,Employee122,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31122,,Solid Workshop Members,,NM2,1/1/2012,6/5/1985,Male,Members
Common User,Solid,Employee123,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31123,,Solid Workshop Members,,NM2,1/1/2012,6/6/1985,Male,Members
Common User,Solid,Employee124,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31124,,Solid Workshop Members,,NM2,1/1/2012,6/7/1985,Male,Members
Common User,Solid,Employee125,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31125,,Solid Workshop Members,,NM2,1/1/2012,6/8/1985,Male,Members
Common User,Solid,Employee126,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31126,,Solid Workshop Members,,NM2,1/1/2012,6/9/1985,Male,Members
Common User,Solid,Employee127,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31127,,Solid Workshop Members,,NM2,1/1/2012,6/10/1985,Male,Members
Common User,Solid,Employee128,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31128,,Solid Workshop Members,,NM2,1/1/2012,6/11/1985,Male,Members
Common User,Solid,Employee129,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31129,,Solid Workshop Members,,NM2,1/1/2012,6/12/1985,Male,Members
Common User,Solid,Employee130,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31130,,Solid Workshop Members,,NM2,1/1/2012,6/13/1985,Male,Members
Common User,Solid,Employee131,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31131,,Solid Workshop Members,,NM2,1/1/2012,6/14/1985,Male,Members
Common User,Solid,Employee132,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31132,,Solid Workshop Members,,NM2,1/1/2012,6/15/1985,Male,Members
Common User,Solid,Employee133,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31133,,Solid Workshop Members,,NM2,1/1/2012,6/16/1985,Male,Members
Common User,Solid,Employee134,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31134,,Solid Workshop Members,,NM2,1/1/2012,6/17/1985,Male,Members
Common User,Solid,Employee135,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31135,,Solid Workshop Members,,NM2,1/1/2012,6/18/1985,Male,Members
Common User,Solid,Employee136,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31136,,Solid Workshop Members,,NM2,1/1/2012,6/19/1985,Male,Members
Common User,Solid,Employee137,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31137,,Solid Workshop Members,,NM2,1/1/2012,6/20/1985,Male,Members
Common User,Solid,Employee138,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31138,,Solid Workshop Members,,NM2,1/1/2012,6/21/1985,Male,Members
Common User,Solid,Employee139,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31139,,Solid Workshop Members,,NM2,1/1/2012,6/22/1985,Male,Members
Common User,Solid,Employee140,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31140,,Solid Workshop Members,,NM2,1/1/2012,6/23/1985,Male,Members
Common User,Solid,Employee141,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31141,,Solid Workshop Members,,NM2,1/1/2012,6/24/1985,Male,Members
Common User,Solid,Employee142,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31142,,Solid Workshop Members,,NM2,1/1/2012,6/25/1985,Male,Members
Common User,Solid,Employee143,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31143,,Solid Workshop Members,,NM2,1/1/2012,6/26/1985,Male,Members
Common User,Solid,Employee144,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31144,,Solid Workshop Members,,NM2,1/1/2012,6/27/1985,Male,Members
Common User,Solid,Employee145,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31145,,Solid Workshop Members,,NM2,1/1/2012,6/28/1985,Male,Members
Common User,Solid,Employee146,SP-Common,Ho Chi Minh,Ho Chi Minh,EMP,16007,Solid Workshop,31146,,Solid Workshop Members,,NM2,1/1/2012,6/29/1985,Male,Members
